Year	State	Industry Sector Category	Residential	Commercial	Industrial	Transportation	Other	Total
2010	UT	Total Electric Industry	8.71	7.15	4.93	8.69	\N	6.94
2010	VA	Total Electric Industry	10.45	7.65	6.66	7.7	\N	8.69
2010	VT	Total Electric Industry	15.57	13.44	9.53	0	\N	13.24
2010	WA	Total Electric Industry	8.04	7.37	4.08	7.42	\N	6.66
2010	WI	Total Electric Industry	12.65	9.98	6.85	0	\N	9.78
2010	WV	Total Electric Industry	8.79	7.66	5.86	8.33	\N	7.45
2010	WY	Total Electric Industry	8.77	7.42	4.98	0	\N	6.2
2010	US	Total Electric Industry	11.54	10.19	6.77	10.56	\N	9.83
2010	AK	Full-Service Providers	16.26	13.95	14.14	0	\N	14.76
2010	AL	Full-Service Providers	10.67	10.18	6.01	0	\N	8.89
2010	AR	Full-Service Providers	8.86	7.31	5.44	11.33	\N	7.28
2010	AZ	Full-Service Providers	10.97	9.47	6.63	0	\N	9.69
2010	CA	Full-Service Providers	14.74	13.22	9.79	8.87	\N	13.16
2010	CO	Full-Service Providers	11.04	9.13	6.9	9.34	\N	9.15
2010	CT	Full-Service Providers	19.47	16.48	12.05	11.16	\N	18.15
2010	DC	Full-Service Providers	14.02	14.92	0	0	\N	14.38
2010	DE	Full-Service Providers	13.78	13.42	10.8	0	\N	13.25
2010	FL	Full-Service Providers	11.44	9.76	8.85	8.58	\N	10.58
2010	GA	Full-Service Providers	10.07	9.06	6.22	7.46	\N	8.87
2010	HI	Full-Service Providers	28.1	25.93	21.94	0	\N	25.12
2010	IA	Full-Service Providers	10.42	7.91	5.36	0	\N	7.66
2010	ID	Full-Service Providers	7.99	6.64	5.15	0	\N	6.54
2010	IL	Full-Service Providers	11.52	9.83	6.04	7.33	\N	10.57
2010	IN	Full-Service Providers	9.56	8.38	5.87	9.21	\N	7.67
2010	KS	Full-Service Providers	10.03	8.25	6.23	0	\N	8.35
2010	KY	Full-Service Providers	8.57	7.88	5.05	0	\N	6.73
2010	LA	Full-Service Providers	8.98	8.5	5.84	9.46	\N	7.8
2010	MA	Full-Service Providers	14.31	14.3	12.22	0	\N	14.01
2010	MD	Full-Service Providers	14.35	12.26	9.45	0	\N	13.74
2010	ME	Full-Service Providers	15.47	13.06	12.27	0	\N	14.12
2010	MI	Full-Service Providers	12.46	9.95	7.07	10.65	\N	10.07
2010	MN	Full-Service Providers	10.59	8.38	6.29	7.77	\N	8.41
2010	MO	Full-Service Providers	9.08	7.5	5.5	6.14	\N	7.78
2010	MS	Full-Service Providers	9.87	9.32	6.32	0	\N	8.59
2010	MT	Full-Service Providers	9.16	8.61	6.19	0	\N	8.46
2010	NC	Full-Service Providers	10.12	8.16	6.17	7.09	\N	8.67
2010	ND	Full-Service Providers	8.13	7.21	5.81	0	\N	7.11
2010	NE	Full-Service Providers	8.94	7.63	6	0	\N	7.52
2010	NH	Full-Service Providers	16.32	14.54	13.14	0	\N	15.48
2010	NJ	Full-Service Providers	16.58	14.63	10.47	0	\N	15.61
2010	NM	Full-Service Providers	10.52	8.57	6.01	0	\N	8.4
2010	NV	Full-Service Providers	12.36	9.85	7.58	9.4	\N	9.91
2010	NY	Full-Service Providers	18.51	17.48	9.28	17.89	\N	17.56
2010	OH	Full-Service Providers	11.31	9.89	6.1	10.88	\N	9.32
2010	OK	Full-Service Providers	9.14	7.45	5.35	0	\N	7.59
2010	OR	Full-Service Providers	8.87	7.62	5.44	6.99	\N	7.63
2010	PA	Full-Service Providers	12.68	10.43	7.67	7.74	\N	10.6
2010	RI	Full-Service Providers	15.93	13.38	12.32	0	\N	14.8
2010	SC	Full-Service Providers	10.5	8.9	5.74	0	\N	8.49
2010	SD	Full-Service Providers	8.97	7.55	6.07	0	\N	7.82
2010	TN	Full-Service Providers	9.23	9.66	6.58	11.09	\N	8.61
2010	TX	Full-Service Providers	11.6	9.19	6.44	9.82	\N	9.34
2010	UT	Full-Service Providers	8.71	7.15	4.93	8.69	\N	6.94
2010	VA	Full-Service Providers	10.45	7.65	6.66	7.7	\N	8.69
2010	VT	Full-Service Providers	15.57	13.44	9.53	0	\N	13.24
2010	WA	Full-Service Providers	8.04	7.38	3.98	7.42	\N	6.7
2010	WI	Full-Service Providers	12.65	9.98	6.85	0	\N	9.78
2010	WV	Full-Service Providers	8.79	7.66	5.86	8.33	\N	7.45
2010	WY	Full-Service Providers	8.77	7.42	4.98	0	\N	6.2
2010	US	Full-Service Providers	11.44	9.82	6.49	9.55	\N	9.67
2010	CA	Unregulated Service Providers	20.44	11.7	9.88	7.47	\N	10.95
2010	CT	Unregulated Service Providers	18.7	16.44	15.33	12.2	\N	16.75
2010	DC	Unregulated Service Providers	13.82	13.16	7.74	10.95	\N	12.94
2010	DE	Unregulated Service Providers	15.01	9.93	8.55	0	\N	9.56
2010	ID	Unregulated Service Providers	0	0	0	0	\N	0
2010	IL	Unregulated Service Providers	15.8	8.11	6.95	6.7	\N	7.45
2010	MA	Unregulated Service Providers	16.96	14.72	14.25	6.4	\N	14.57
2010	MD	Unregulated Service Providers	13.96	11.55	9.6	9.89	\N	11.43
2010	ME	Unregulated Service Providers	15.72	12.51	9.14	0	\N	12.82
2010	MI	Unregulated Service Providers	12.58	8.79	7.16	0	\N	7.95
2010	MT	Unregulated Service Providers	9.25	6.82	5.09	0	\N	5.2
2010	NH	Unregulated Service Providers	16.43	13.81	12.62	0	\N	13.28
2010	NJ	Unregulated Service Providers	15.49	13.25	12.26	11.73	\N	13.05
2010	NV	Unregulated Service Providers	0	7.74	5.18	0	\N	5.67
2010	NY	Unregulated Service Providers	20.03	15.53	8.52	13.25	\N	15.03
2010	OH	Unregulated Service Providers	11.32	9.48	6.87	8	\N	8.77
2010	OR	Unregulated Service Providers	0	6.6	4.93	0	\N	5.43
2010	PA	Unregulated Service Providers	12.89	9.49	7.63	9.04	\N	9.32
2010	RI	Unregulated Service Providers	14.33	12.79	11.6	13.73	\N	12.49
2010	WA	Unregulated Service Providers	0	5.41	5.1	0	\N	5.11
2010	US	Unregulated Service Providers	15.29	12.21	8.56	11.03	\N	11.23
2010	CA	Energy-Only Providers	10.07	7.1	6.71	6.65	\N	6.96
2010	CT	Energy-Only Providers	10.3	10.03	10.34	8.13	\N	10.14
2010	DC	Energy-Only Providers	10.65	9.57	6.44	8	\N	9.44
2010	DE	Energy-Only Providers	10.81	8.78	8.04	0	\N	8.57
2010	ID	Energy-Only Providers	0	0	0	0	\N	0
2010	IL	Energy-Only Providers	11.83	6.32	5.99	5.51	\N	6.13
2010	MA	Energy-Only Providers	9.32	9.29	9.26	5.65	\N	9.23
2010	MD	Energy-Only Providers	10.45	9.2	8.47	8.54	\N	9.18
2010	ME	Energy-Only Providers	8.86	8.11	7.04	0	\N	8.11
2010	MI	Energy-Only Providers	6.51	6.5	5.86	0	\N	6.17
2010	MT	Energy-Only Providers	5.58	4.55	4.56	0	\N	4.56
2010	NH	Energy-Only Providers	9.07	8.29	8.18	0	\N	8.24
2010	NJ	Energy-Only Providers	10.69	9.17	8.58	8.71	\N	9.06
2010	NV	Energy-Only Providers	0	6.71	5	0	\N	5.34
2010	NY	Energy-Only Providers	10.32	9.01	5.57	8.94	\N	8.7
2010	OH	Energy-Only Providers	6.53	6.07	5.42	4.87	\N	5.89
2010	OR	Energy-Only Providers	0	4.18	4.45	0	\N	4.37
2010	PA	Energy-Only Providers	9.21	7.81	6.99	7.86	\N	7.72
2010	RI	Energy-Only Providers	8.17	8.51	8.28	8.96	\N	8.45
2010	WA	Energy-Only Providers	0	4.56	4.56	0	\N	4.56
2010	US	Energy-Only Providers	8.88	8.21	6.62	8.05	\N	7.73
2010	CA	Delivery-Only Service	10.37	4.6	3.17	0.82	\N	3.99
2010	CT	Delivery-Only Service	8.41	6.4	4.99	4.07	\N	6.62
2010	DC	Delivery-Only Service	3.18	3.59	1.31	2.95	\N	3.5
2010	DE	Delivery-Only Service	4.2	1.15	0.52	0	\N	1
2010	ID	Delivery-Only Service	0	0	0	0	\N	0
2010	IL	Delivery-Only Service	3.97	1.8	0.96	1.19	\N	1.32
2010	MA	Delivery-Only Service	7.65	5.43	4.99	0.75	\N	5.34
2010	MD	Delivery-Only Service	3.5	2.35	1.14	1.35	\N	2.25
2010	ME	Delivery-Only Service	6.86	4.39	2.1	0	\N	4.71
2010	MI	Delivery-Only Service	6.08	2.29	1.29	0	\N	1.77
2010	MT	Delivery-Only Service	3.67	2.27	0.53	0	\N	0.64
2010	NH	Delivery-Only Service	7.36	5.51	4.44	0	\N	5.04
2010	NJ	Delivery-Only Service	4.81	4.08	3.68	3.02	\N	3.99
2010	NV	Delivery-Only Service	0	1.02	0.17	0	\N	0.34
2010	NY	Delivery-Only Service	9.71	6.51	2.95	4.31	\N	6.32
2010	OH	Delivery-Only Service	4.79	3.41	1.46	3.13	\N	2.88
2010	OR	Delivery-Only Service	0	2.42	0.48	0	\N	1.06
2010	PA	Delivery-Only Service	3.68	1.68	0.64	1.18	\N	1.6
2010	RI	Delivery-Only Service	6.16	4.28	3.32	4.77	\N	4.04
2010	WA	Delivery-Only Service	0	0.85	0.54	0	\N	0.55
2010	US	Delivery-Only Service	6.41	3.99	1.93	2.98	\N	3.5
2009	AK	Total Electric Industry	17.14	14.46	13.15	0	\N	15.09
2009	AL	Total Electric Industry	10.66	10.05	5.96	0	\N	8.83
2009	AR	Total Electric Industry	9.14	7.56	5.76	12.32	\N	7.57
2009	AZ	Total Electric Industry	10.73	9.35	6.65	0	\N	9.56
2009	CA	Total Electric Industry	14.74	13.27	10.42	8.35	\N	13.24
2009	CO	Total Electric Industry	10	8.15	6.39	8.14	\N	8.31
2009	CT	Total Electric Industry	20.33	16.87	14.99	11.95	\N	18.07
2009	DC	Total Electric Industry	13.73	13.26	8.38	13.12	\N	13.23
2009	DE	Total Electric Industry	14.07	12.03	9.51	0	\N	12.2
2009	FL	Total Electric Industry	12.39	10.77	9.32	10.48	\N	11.49
2009	GA	Total Electric Industry	10.13	8.94	6.12	7.03	\N	8.81
2009	HI	Total Electric Industry	24.2	21.86	18.14	0	\N	21.21
2009	IA	Total Electric Industry	9.99	7.55	5.27	0	\N	7.37
2009	ID	Total Electric Industry	7.8	6.49	5.17	0	\N	6.51
2009	IL	Total Electric Industry	11.27	9.05	7.01	8.39	\N	9.15
2009	IN	Total Electric Industry	9.5	8.32	5.81	9.65	\N	7.62
2009	KS	Total Electric Industry	9.53	7.87	6.1	0	\N	7.98
2009	KY	Total Electric Industry	8.37	7.63	4.92	0	\N	6.52
2009	LA	Total Electric Industry	8.1	7.69	5.25	10.09	\N	7.06
2009	MA	Total Electric Industry	16.87	15.37	14.07	6.21	\N	15.45
2009	MD	Total Electric Industry	14.98	11.98	9.96	10.5	\N	13.09
2009	ME	Total Electric Industry	15.64	12.6	10.03	0	\N	13.12
2009	MI	Total Electric Industry	11.6	9.24	6.98	10.79	\N	9.4
2009	MN	Total Electric Industry	10.04	7.92	6.26	7.73	\N	8.14
2009	MO	Total Electric Industry	8.54	6.96	5.42	5.83	\N	7.35
2009	MS	Total Electric Industry	10.22	9.5	6.61	0	\N	8.85
2009	MT	Total Electric Industry	8.94	8.32	5.46	0	\N	7.58
2009	NC	Total Electric Industry	9.99	7.98	5.99	6.83	\N	8.48
2009	ND	Total Electric Industry	7.58	6.81	5.25	0	\N	6.63
2009	NE	Total Electric Industry	8.52	7.33	5.75	0	\N	7.21
2009	NH	Total Electric Industry	16.39	14.36	13.73	0	\N	15.09
2009	NJ	Total Electric Industry	16.31	13.84	11.89	12.5	\N	14.53
2009	NM	Total Electric Industry	10.02	8.4	5.72	0	\N	8.09
2009	NV	Total Electric Industry	12.86	10.64	7.97	9.95	\N	10.36
2009	NY	Total Electric Industry	17.5	15.48	8.37	13.13	\N	15.44
2009	OH	Total Electric Industry	10.67	9.65	6.72	10.73	\N	9.02
2009	OK	Total Electric Industry	8.49	6.76	4.82	0	\N	6.94
2009	OR	Total Electric Industry	8.68	7.5	5.4	6.83	\N	7.47
2009	PA	Total Electric Industry	11.65	9.55	7.21	7.77	\N	9.6
2009	RI	Total Electric Industry	15.6	13.66	12.22	0	\N	14.22
2009	SC	Total Electric Industry	10.44	8.74	5.79	0	\N	8.42
2009	SD	Total Electric Industry	8.49	7.14	5.65	0	\N	7.39
2009	TN	Total Electric Industry	9.32	9.61	6.76	10.69	\N	8.69
2009	TX	Total Electric Industry	12.38	9.66	6.74	9.83	\N	9.86
2009	UT	Total Electric Industry	8.48	6.96	4.81	8.31	\N	6.77
2009	VA	Total Electric Industry	10.61	8.06	6.91	8.42	\N	8.93
2009	VT	Total Electric Industry	14.9	12.93	9.21	0	\N	12.75
2009	WA	Total Electric Industry	7.67	6.97	4.4	5.91	\N	6.59
2009	WI	Total Electric Industry	11.94	9.57	6.73	0	\N	9.38
2009	WV	Total Electric Industry	7.9	6.77	5.24	7.56	\N	6.65
2009	WY	Total Electric Industry	8.58	7.28	4.83	0	\N	6.08
2009	US	Total Electric Industry	11.51	10.16	6.83	10.66	\N	9.82
2009	AK	Full-Service Providers	17.14	14.46	13.15	0	\N	15.09
2009	AL	Full-Service Providers	10.66	10.05	5.96	0	\N	8.83
2009	AR	Full-Service Providers	9.14	7.56	5.76	12.32	\N	7.57
2009	AZ	Full-Service Providers	10.73	9.35	6.65	0	\N	9.56
2009	CA	Full-Service Providers	14.74	13.35	10.39	9.05	\N	13.36
2009	CO	Full-Service Providers	10	8.15	6.39	8.14	\N	8.31
2009	CT	Full-Service Providers	20.36	17.55	13.01	0	\N	19.12
2009	DC	Full-Service Providers	13.68	15.12	0	0	\N	14.38
2009	DE	Full-Service Providers	14.04	13.89	10.93	0	\N	13.56
2009	FL	Full-Service Providers	12.39	10.77	9.32	10.48	\N	11.49
2009	GA	Full-Service Providers	10.13	8.94	6.12	7.03	\N	8.81
2009	HI	Full-Service Providers	24.2	21.86	18.14	0	\N	21.21
2009	IA	Full-Service Providers	9.99	7.55	5.27	0	\N	7.37
2009	ID	Full-Service Providers	7.8	6.49	5.17	0	\N	6.51
2009	IL	Full-Service Providers	11.27	9.76	5.93	7.8	\N	10.39
2009	IN	Full-Service Providers	9.5	8.32	5.81	9.65	\N	7.62
2009	KS	Full-Service Providers	9.53	7.87	6.1	0	\N	7.98
2009	KY	Full-Service Providers	8.37	7.63	4.92	0	\N	6.52
2009	LA	Full-Service Providers	8.1	7.69	5.25	10.09	\N	7.06
2009	MA	Full-Service Providers	16.66	16.21	13.53	0	\N	16.07
2009	MD	Full-Service Providers	14.95	12.59	9.33	0	\N	14.22
2009	ME	Full-Service Providers	16.16	12.93	12.22	0	\N	14.46
2009	MI	Full-Service Providers	11.6	9.24	6.98	10.79	\N	9.45
2009	MN	Full-Service Providers	10.04	7.92	6.26	7.73	\N	8.14
2009	MO	Full-Service Providers	8.54	6.96	5.42	5.83	\N	7.35
2009	MS	Full-Service Providers	10.22	9.5	6.61	0	\N	8.85
2009	MT	Full-Service Providers	8.94	8.38	6.01	0	\N	8.22
2009	NC	Full-Service Providers	9.99	7.98	5.99	6.83	\N	8.48
2009	ND	Full-Service Providers	7.58	6.81	5.25	0	\N	6.63
2009	NE	Full-Service Providers	8.52	7.33	5.75	0	\N	7.21
2009	NH	Full-Service Providers	16.36	13.97	14.11	0	\N	15.17
2009	NJ	Full-Service Providers	16.31	14.59	11.7	10.76	\N	15.34
2009	NM	Full-Service Providers	10.02	8.4	5.72	0	\N	8.09
2009	NV	Full-Service Providers	12.86	10.64	8.21	9.95	\N	10.56
2009	NY	Full-Service Providers	17.16	16.21	8.62	14.97	\N	16.25
2009	OH	Full-Service Providers	10.63	9.64	6.76	10.73	\N	9.07
2009	OK	Full-Service Providers	8.49	6.76	4.82	0	\N	6.94
2009	OR	Full-Service Providers	8.68	7.53	5.26	6.83	\N	7.53
2009	PA	Full-Service Providers	11.6	9.52	7.16	7.73	\N	9.62
2009	RI	Full-Service Providers	15.6	14.1	12.83	0	\N	14.77
2009	SC	Full-Service Providers	10.44	8.74	5.79	0	\N	8.42
2009	SD	Full-Service Providers	8.49	7.14	5.65	0	\N	7.39
2009	TN	Full-Service Providers	9.32	9.61	6.76	10.69	\N	8.69
2009	TX	Full-Service Providers	12.38	9.66	6.74	9.83	\N	9.86
2009	UT	Full-Service Providers	8.48	6.96	4.81	8.31	\N	6.77
2009	VA	Full-Service Providers	10.61	8.06	6.91	8.42	\N	8.93
2009	VT	Full-Service Providers	14.9	12.93	9.21	0	\N	12.75
2009	WA	Full-Service Providers	7.67	6.98	4.4	5.91	\N	6.72
2009	WI	Full-Service Providers	11.94	9.57	6.73	0	\N	9.38
2009	WV	Full-Service Providers	7.9	6.77	5.24	7.56	\N	6.65
2009	WY	Full-Service Providers	8.58	7.28	4.83	0	\N	6.08
2009	US	Full-Service Providers	11.43	9.82	6.57	9.17	\N	9.67
2009	CA	Unregulated Service Providers	15.39	12.34	10.59	7.41	\N	11.54
2009	CT	Unregulated Service Providers	20.12	16.52	15.82	11.95	\N	16.72
2009	DC	Unregulated Service Providers	15.21	12.82	8.38	13.12	\N	12.72
2009	DE	Unregulated Service Providers	15.8	10.45	8.65	0	\N	9.79
2009	ID	Unregulated Service Providers	0	0	0	0	\N	0
2009	IL	Unregulated Service Providers	11.24	8.37	7.17	8.41	\N	7.68
2009	MA	Unregulated Service Providers	18.55	14.68	14.27	6.2	\N	14.69
2009	MD	Unregulated Service Providers	15.78	11.72	10.09	10.5	\N	11.56
2009	ME	Unregulated Service Providers	15.63	12.6	10.01	0	\N	13.11
2009	MI	Unregulated Service Providers	11.48	9.35	7.07	0	\N	8.41
2009	MT	Unregulated Service Providers	8.97	6.79	5.09	0	\N	5.19
2009	NH	Unregulated Service Providers	19.11	16.04	13.41	0	\N	14.74
2009	NJ	Unregulated Service Providers	16.35	12.67	11.98	12.6	\N	12.48
2009	NV	Unregulated Service Providers	0	8.3	6.05	0	\N	6.05
2009	NY	Unregulated Service Providers	19.64	14.96	8.23	12.92	\N	14.44
2009	OH	Unregulated Service Providers	11.39	9.78	6.48	0	\N	8.53
2009	OR	Unregulated Service Providers	0	6.52	6.18	0	\N	6.25
2009	PA	Unregulated Service Providers	13.98	9.72	7.75	9.76	\N	9.41
2009	RI	Unregulated Service Providers	16.05	12.93	11.73	0	\N	12.6
2009	VA	Unregulated Service Providers	14.13	8	0	0	\N	14.06
2009	WA	Unregulated Service Providers	0	5.08	4.41	0	\N	4.42
2009	US	Unregulated Service Providers	16.98	12.54	8.85	11.36	\N	11.48
2009	CA	Energy-Only Providers	8.37	7.74	7.63	6.64	\N	7.68
2009	CT	Energy-Only Providers	11.17	10.27	10.95	8.65	\N	10.49
2009	DC	Energy-Only Providers	12.26	9.34	7.14	10.26	\N	9.33
2009	DE	Energy-Only Providers	11.63	9.44	8.22	0	\N	8.97
2009	ID	Energy-Only Providers	0	0	0	0	\N	0
2009	IL	Energy-Only Providers	7.63	6.67	6.21	7.22	\N	6.4
2009	MA	Energy-Only Providers	11.78	9.79	9.85	5.26	\N	9.93
2009	MD	Energy-Only Providers	12.17	9.51	8.92	9.28	\N	9.5
2009	ME	Energy-Only Providers	9.03	8.42	7.99	0	\N	8.55
2009	MI	Energy-Only Providers	6.28	7.26	5.97	0	\N	6.73
2009	MT	Energy-Only Providers	5.4	4.59	4.61	0	\N	4.61
2009	NH	Energy-Only Providers	10.62	10.26	9.22	0	\N	9.72
2009	NJ	Energy-Only Providers	10.91	8.94	8.5	9.72	\N	8.83
2009	NV	Energy-Only Providers	0	7.09	5.78	0	\N	5.78
2009	NY	Energy-Only Providers	10.35	9.04	5.55	9.25	\N	8.7
2009	OH	Energy-Only Providers	6.24	6.22	5.16	0	\N	5.71
2009	OR	Energy-Only Providers	0	4.74	5.44	0	\N	5.3
2009	PA	Energy-Only Providers	8.79	7.8	6.95	7.07	\N	7.58
2009	RI	Energy-Only Providers	10.23	8.72	8.5	0	\N	8.66
2009	VA	Energy-Only Providers	11.71	5	0	0	\N	11.63
2009	WA	Energy-Only Providers	0	4.02	4.03	0	\N	4.03
2009	US	Energy-Only Providers	9.72	8.6	6.94	8.67	\N	8.08
2009	CA	Delivery-Only Service	7.01	4.6	2.97	0.77	\N	3.87
2009	CT	Delivery-Only Service	8.95	6.25	4.86	3.3	\N	6.23
2009	DC	Delivery-Only Service	2.95	3.48	1.24	2.87	\N	3.39
2009	DE	Delivery-Only Service	4.17	1	0.42	0	\N	0.82
2009	ID	Delivery-Only Service	0	0	0	0	\N	0
2009	IL	Delivery-Only Service	3.61	1.7	0.97	1.19	\N	1.27
2009	MA	Delivery-Only Service	6.78	4.89	4.42	0.95	\N	4.76
2009	MD	Delivery-Only Service	3.61	2.21	1.16	1.22	\N	2.06
2009	ME	Delivery-Only Service	6.59	4.18	2.02	0	\N	4.56
2009	MI	Delivery-Only Service	5.2	2.09	1.1	0	\N	1.68
2009	MT	Delivery-Only Service	3.57	2.21	0.48	0	\N	0.58
2009	NH	Delivery-Only Service	8.49	5.79	4.19	0	\N	5.02
2009	NJ	Delivery-Only Service	5.44	3.73	3.48	2.87	\N	3.65
2009	NV	Delivery-Only Service	0	1.21	0.27	0	\N	0.27
2009	NY	Delivery-Only Service	9.29	5.93	2.68	3.67	\N	5.73
2009	OH	Delivery-Only Service	5.16	3.56	1.32	0	\N	2.81
2009	OR	Delivery-Only Service	0	1.78	0.73	0	\N	0.95
2009	PA	Delivery-Only Service	5.19	1.92	0.79	2.69	\N	1.82
2009	RI	Delivery-Only Service	5.82	4.21	3.23	0	\N	3.94
2009	VA	Delivery-Only Service	2.42	3	0	0	\N	2.43
2009	WA	Delivery-Only Service	0	1.06	0.38	0	\N	0.39
2009	US	Delivery-Only Service	7.27	3.95	1.9	2.69	\N	3.41
2008	AK	Total Electric Industry	16.56	13.64	14.17	0	\N	14.74
2008	AL	Total Electric Industry	10.4	9.87	6.11	0	\N	8.59
2008	AR	Total Electric Industry	9.27	7.61	5.89	11.79	\N	7.6
2008	AZ	Total Electric Industry	10.27	8.93	6.57	0	\N	9.11
2008	CA	Total Electric Industry	13.81	12.54	10.09	8.16	\N	12.49
2008	CO	Total Electric Industry	10.13	8.57	6.65	8.32	\N	8.59
2008	CT	Total Electric Industry	19.54	17.12	14.93	15.44	\N	17.8
2008	DC	Total Electric Industry	12.78	13.3	10.65	14.01	\N	13.18
2008	DE	Total Electric Industry	13.93	12.1	10.49	0	\N	12.38
2008	FL	Total Electric Industry	11.65	10.14	8.25	10.18	\N	10.74
2008	GA	Total Electric Industry	9.93	9.07	6.67	7.15	\N	8.84
2008	HI	Total Electric Industry	32.5	29.72	26.05	0	\N	29.2
2008	IA	Total Electric Industry	9.49	7.18	4.81	0	\N	6.89
2008	ID	Total Electric Industry	6.99	5.72	4.48	0	\N	5.69
2008	IL	Total Electric Industry	11.07	9.25	7.34	7.53	\N	9.23
2008	IN	Total Electric Industry	8.87	7.82	5.46	9.6	\N	7.09
2008	KS	Total Electric Industry	8.89	7.44	5.69	0	\N	7.45
2008	KY	Total Electric Industry	7.94	7.29	4.82	0	\N	6.26
2008	LA	Total Electric Industry	10.28	10.12	7.94	11.88	\N	9.44
2008	MA	Total Electric Industry	17.56	16.07	14.14	10.06	\N	16.23
2008	MD	Total Electric Industry	13.84	12.77	10.38	11.77	\N	13.01
2008	ME	Total Electric Industry	16.24	12.95	11.56	0	\N	13.8
2008	MI	Total Electric Industry	10.75	9.17	6.73	11.83	\N	8.93
2008	MN	Total Electric Industry	9.74	7.88	5.87	8.04	\N	7.79
2008	MO	Total Electric Industry	8	6.61	4.92	5.4	\N	6.84
2008	MS	Total Electric Industry	10.39	10.02	6.56	0	\N	8.99
2008	MT	Total Electric Industry	9.13	8.54	5.91	0	\N	7.72
2008	NC	Total Electric Industry	9.52	7.55	5.54	6.57	\N	7.96
2008	ND	Total Electric Industry	7.52	6.81	5.59	0	\N	6.69
2008	NE	Total Electric Industry	7.87	6.68	5.16	0	\N	6.58
2008	NH	Total Electric Industry	15.68	14.3	13.13	0	\N	14.63
2008	NJ	Total Electric Industry	15.66	14.03	12.54	13.23	\N	14.43
2008	NM	Total Electric Industry	10.01	8.67	6.38	0	\N	8.35
2008	NV	Total Electric Industry	11.93	10.07	7.98	9.47	\N	9.89
2008	NY	Total Electric Industry	18.31	16.79	9.39	12.64	\N	16.47
2008	OH	Total Electric Industry	10.06	9.23	6.2	10.68	\N	8.39
2008	OK	Total Electric Industry	9.09	7.88	5.9	0	\N	7.81
2008	OR	Total Electric Industry	8.49	7.29	5.26	6.75	\N	7.24
2008	PA	Total Electric Industry	11.35	9.39	7.03	7.57	\N	9.33
2008	RI	Total Electric Industry	17.45	15.4	14.23	0	\N	16.04
2008	SC	Total Electric Industry	9.89	8.42	5.37	0	\N	7.85
2008	SD	Total Electric Industry	8.27	6.97	5.31	0	\N	7.14
2008	TN	Total Electric Industry	8.91	9.24	6.29	10.17	\N	8.18
2008	TX	Total Electric Industry	13.03	10.75	8.79	8.64	\N	10.99
2008	UT	Total Electric Industry	8.26	6.66	4.59	7.85	\N	6.49
2008	VA	Total Electric Industry	9.62	7.32	5.82	7.8	\N	8
2008	VT	Total Electric Industry	14.48	12.49	9.19	0	\N	12.33
2008	WA	Total Electric Industry	7.54	6.77	4.52	5.82	\N	6.55
2008	WI	Total Electric Industry	11.51	9.28	6.51	0	\N	9
2008	WV	Total Electric Industry	7.06	6.08	4.2	6.32	\N	5.61
2008	WY	Total Electric Industry	8.21	6.71	4.47	0	\N	5.67
2008	US	Total Electric Industry	11.26	10.26	6.96	10.71	\N	9.74
2008	AK	Full-Service Providers	16.56	13.64	14.17	0	\N	14.74
2008	AL	Full-Service Providers	10.4	9.87	6.11	0	\N	8.59
2008	AR	Full-Service Providers	9.27	7.61	5.89	11.79	\N	7.6
2008	AZ	Full-Service Providers	10.27	8.93	6.57	0	\N	9.11
2008	CA	Full-Service Providers	13.79	12.41	9.77	8.58	\N	12.45
2008	CO	Full-Service Providers	10.13	8.57	6.65	8.32	\N	8.59
2008	CT	Full-Service Providers	19.49	17.48	13.95	20.01	\N	18.46
2008	DC	Full-Service Providers	12.74	15.02	0	0	\N	13.9
2008	DE	Full-Service Providers	13.89	13.19	11.66	0	\N	13.37
2008	FL	Full-Service Providers	11.65	10.14	8.25	10.18	\N	10.74
2008	GA	Full-Service Providers	9.93	9.07	6.67	7.15	\N	8.84
2008	HI	Full-Service Providers	32.5	29.72	26.05	0	\N	29.2
2008	IA	Full-Service Providers	9.49	7.18	4.81	0	\N	6.89
2008	ID	Full-Service Providers	6.99	5.72	4.48	0	\N	5.69
2008	IL	Full-Service Providers	11.07	9.99	6.61	8.22	\N	10.35
2008	IN	Full-Service Providers	8.87	7.82	5.46	9.6	\N	7.09
2008	KS	Full-Service Providers	8.89	7.44	5.69	0	\N	7.45
2008	KY	Full-Service Providers	7.94	7.29	4.82	0	\N	6.26
2008	LA	Full-Service Providers	10.28	10.12	7.94	11.88	\N	9.44
2008	MA	Full-Service Providers	17.4	16.88	13.71	0	\N	16.75
2008	MD	Full-Service Providers	13.78	14.22	10.33	0	\N	13.82
2008	ME	Full-Service Providers	15.2	12.53	10.87	0	\N	13.56
2008	MI	Full-Service Providers	10.75	9.1	6.73	11.83	\N	8.93
2008	MN	Full-Service Providers	9.74	7.88	5.87	8.04	\N	7.79
2008	MO	Full-Service Providers	8	6.61	4.92	5.4	\N	6.84
2008	MS	Full-Service Providers	10.39	10.02	6.56	0	\N	8.99
2008	MT	Full-Service Providers	9.13	8.57	5.72	0	\N	8.06
2008	NC	Full-Service Providers	9.52	7.55	5.54	6.57	\N	7.96
2008	ND	Full-Service Providers	7.51	6.81	5.59	0	\N	6.69
2008	NE	Full-Service Providers	7.87	6.68	5.16	0	\N	6.58
